"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.MOS_DarkStream_Ay1cBC5TXUc_00089__H005992__260_123288_000033_000000","Answer.MOS_DarkStream_EM4_ENG_0106_0__H009116__5895_34629_000003_000000","Answer.MOS_DarkStream_GF4_ENG_0126_1__H011232__5849_50873_000008_000001","Answer.MOS_DarkStream_GX4a7FR8QNY_00059__H005242__3915_98647_000017_000001","Answer.MOS_DarkStream_GZQGZOmFU5U_00069__H004005__251_118436_000016_000001","Answer.MOS_DarkStream_MM6_ENG_0044_1__H013545__5694_64038_000024_000019","Answer.MOS_DarkStream_arctic_a0086__H013928__2902_9008_000030_000002","Answer.MOS_DarkStream_arctic_a0142__H015175__1701_141759_000035_000000","Answer.MOS_DarkStream_arctic_a0192__H007745__7729_102255_000011_000004","Answer.MOS_DarkStream_arctic_a0257__H015238__6432_63723_000054_000001","Answer.MOS_DarkStream_arctic_b0182__H007972__8131_117017_000012_000000","Answer.MOS_DarkStream_arctic_b0250__H007823__2086_149220_000033_000000","Answer.MOS_DarkStream_p226_192__H016256__6313_66129_000027_000003","Answer.MOS_DarkStream_p245_138__H017900__4323_55228_000075_000005","Answer.MOS_DarkStream_p311_141__H024076__2300_131720_000039_000007","Answer.MOS_GenVC-small_Ay1cBC5TXUc_00089__H005992__260_123288_000033_000000","Answer.MOS_GenVC-small_EM4_ENG_0106_0__H009116__5895_34629_000003_000000","Answer.MOS_GenVC-small_GF4_ENG_0126_1__H011232__5849_50873_000008_000001","Answer.MOS_GenVC-small_GX4a7FR8QNY_00059__H005242__3915_98647_000017_000001","Answer.MOS_GenVC-small_GZQGZOmFU5U_00069__H004005__251_118436_000016_000001","Answer.MOS_GenVC-small_MM6_ENG_0044_1__H013545__5694_64038_000024_000019","Answer.MOS_GenVC-small_arctic_a0086__H013928__2902_9008_000030_000002","Answer.MOS_GenVC-small_arctic_a0142__H015175__1701_141759_000035_000000","Answer.MOS_GenVC-small_arctic_a0192__H007745__7729_102255_000011_000004","Answer.MOS_GenVC-small_arctic_a0257__H015238__6432_63723_000054_000001","Answer.MOS_GenVC-small_arctic_b0182__H007972__8131_117017_000012_000000","Answer.MOS_GenVC-small_arctic_b0250__H007823__2086_149220_000033_000000","Answer.MOS_GenVC-small_p226_192__H016256__6313_66129_000027_000003","Answer.MOS_GenVC-small_p245_138__H017900__4323_55228_000075_000005","Answer.MOS_GenVC-small_p311_141__H024076__2300_131720_000039_000007","Answer.MOS_Ours_Ay1cBC5TXUc_00089__H005992__260_123288_000033_000000","Answer.MOS_Ours_EM4_ENG_0106_0__H009116__5895_34629_000003_000000","Answer.MOS_Ours_GF4_ENG_0126_1__H011232__5849_50873_000008_000001","Answer.MOS_Ours_GX4a7FR8QNY_00059__H005242__3915_98647_000017_000001","Answer.MOS_Ours_GZQGZOmFU5U_00069__H004005__251_118436_000016_000001","Answer.MOS_Ours_MM6_ENG_0044_1__H013545__5694_64038_000024_000019","Answer.MOS_Ours_arctic_a0086__H013928__2902_9008_000030_000002","Answer.MOS_Ours_arctic_a0142__H015175__1701_141759_000035_000000","Answer.MOS_Ours_arctic_a0192__H007745__7729_102255_000011_000004","Answer.MOS_Ours_arctic_a0257__H015238__6432_63723_000054_000001","Answer.MOS_Ours_arctic_b0182__H007972__8131_117017_000012_000000","Answer.MOS_Ours_arctic_b0250__H007823__2086_149220_000033_000000","Answer.MOS_Ours_p226_192__H016256__6313_66129_000027_000003","Answer.MOS_Ours_p245_138__H017900__4323_55228_000075_000005","Answer.MOS_Ours_p311_141__H024076__2300_131720_000039_000007","Answer.MOS_PT_Experience","Answer.MOS_PT_comments","Answer.MOS_PT_listening","Answer.MOS_PT_nativeLanguage","Answer.MOS_PT_otherLanguages","Answer.MOS_TVTSyn_Ay1cBC5TXUc_00089__H005992__260_123288_000033_000000","Answer.MOS_TVTSyn_EM4_ENG_0106_0__H009116__5895_34629_000003_000000","Answer.MOS_TVTSyn_GF4_ENG_0126_1__H011232__5849_50873_000008_000001","Answer.MOS_TVTSyn_GX4a7FR8QNY_00059__H005242__3915_98647_000017_000001","Answer.MOS_TVTSyn_GZQGZOmFU5U_00069__H004005__251_118436_000016_000001","Answer.MOS_TVTSyn_MM6_ENG_0044_1__H013545__5694_64038_000024_000019","Answer.MOS_TVTSyn_arctic_a0086__H013928__2902_9008_000030_000002","Answer.MOS_TVTSyn_arctic_a0142__H015175__1701_141759_000035_000000","Answer.MOS_TVTSyn_arctic_a0192__H007745__7729_102255_000011_000004","Answer.MOS_TVTSyn_arctic_a0257__H015238__6432_63723_000054_000001","Answer.MOS_TVTSyn_arctic_b0182__H007972__8131_117017_000012_000000","Answer.MOS_TVTSyn_arctic_b0250__H007823__2086_149220_000033_000000","Answer.MOS_TVTSyn_p226_192__H016256__6313_66129_000027_000003","Answer.MOS_TVTSyn_p245_138__H017900__4323_55228_000075_000005","Answer.MOS_TVTSyn_p311_141__H024076__2300_131720_000039_000007","Answer.MOS_slt24_Ay1cBC5TXUc_00089__H005992__260_123288_000033_000000","Answer.MOS_slt24_EM4_ENG_0106_0__H009116__5895_34629_000003_000000","Answer.MOS_slt24_GF4_ENG_0126_1__H011232__5849_50873_000008_000001","Answer.MOS_slt24_GX4a7FR8QNY_00059__H005242__3915_98647_000017_000001","Answer.MOS_slt24_GZQGZOmFU5U_00069__H004005__251_118436_000016_000001","Answer.MOS_slt24_MM6_ENG_0044_1__H013545__5694_64038_000024_000019","Answer.MOS_slt24_arctic_a0086__H013928__2902_9008_000030_000002","Answer.MOS_slt24_arctic_a0142__H015175__1701_141759_000035_000000","Answer.MOS_slt24_arctic_a0192__H007745__7729_102255_000011_000004","Answer.MOS_slt24_arctic_a0257__H015238__6432_63723_000054_000001","Answer.MOS_slt24_arctic_b0182__H007972__8131_117017_000012_000000","Answer.MOS_slt24_arctic_b0250__H007823__2086_149220_000033_000000","Answer.MOS_slt24_p226_192__H016256__6313_66129_000027_000003","Answer.MOS_slt24_p245_138__H017900__4323_55228_000075_000005","Answer.MOS_slt24_p311_141__H024076__2300_131720_000039_000007","Approve","Reject"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","308Q0PEVBJ9JICT8EV9Q0Z9HZGQI91","A2W4Z299TO5C7I","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:24:55 PST 2026","Wed Mar 04 09:24:55 PST 2026","","","","686","100% (1/1)","100% (1/1)","100% (1/1)","3","3","3","3","3","3","3","4","4","3","3","3","3","3","4","4","3","3","3","3","2","3","3","3","3","2","4","4","3","3","4","4","4","3","3","3","2","4","4","3","3","4","3","3","3","1","nothing","2","english","spanish","4","3","3","3","3","4","3","3","3","3","4","4","4","3","3","3","4","3","4","3","3","3","4","4","4","3","3","4","3","3"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","35H6S234SLWKO5WV94NKRGEA4TC563","A3O896KJ6R2PCR","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:23:47 PST 2026","Wed Mar 04 09:23:47 PST 2026","","","","618","100% (1/1)","100% (1/1)","100% (1/1)","5","2","3","2","3","5","4","2","3","4","1","3","4","3","1","4","4","3","4","4","4","4","3","2","2","4","2","5","3","1","4","2","2","4","3","1","1","1","3","3","3","3","4","4","4","1","no","3","us","up","2","3","4","4","1","4","3","3","4","2","2","4","2","3","4","4","2","3","4","2","3","3","4","2","3","4","3","3","5","2"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","3634BBTX0ZQSJMKLHH9IAVVS2ELFIQ","A2L8QF52V5LO7X","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:24:22 PST 2026","Wed Mar 04 09:24:22 PST 2026","","","","653","0% (0/0)","0% (0/0)","0% (0/0)","4","4","3","4","3","3","4","3","4","3","4","5","4","4","4","3","4","5","5","4","3","3","4","3","3","4","3","4","4","3","4","4","5","4","3","3","4","5","5","5","4","4","4","3","5","1","Clarify the Research Objectives: Ensure that the aims and hypotheses are explicitly stated to provide clear direction for the study.Enhance Methodological Details: Include more information about the study design, sampling methods, and data collection procedures to improve reproducibility and transparency.Increase Sample Size: If feasible, consider enlarging the sample to improve the statistical power and generalizability of the findings.","3","English","English","5","5","4","5","4","4","4","4","3","4","5","5","5","5","4","4","5","4","4","3","4","4","3","4","4","4","5","4","4","3"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","378XPAWRUN9XNV3D61NQWUK15Y8IAG","AKJLPXLLAFHQN","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:26:15 PST 2026","Wed Mar 04 09:26:15 PST 2026","","","","766","0% (0/0)","0% (0/0)","0% (0/0)","4","3","3","4","4","4","3","4","4","4","4","3","4","3","3","3","3","3","4","3","3","3","3","3","3","3","4","4","4","3","4","4","4","3","3","3","3","3","3","3","3","4","3","3","3","1","nothing","2","english","spanish","4","3","3","3","3","4","3","4","3","4","3","3","4","3","3","3","3","3","4","3","3","3","4","4","4","3","4","3","3","4"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","384PI804X3XQGW8RJBKBBQEB5AYS0R","A3LERU1PSLTL1F","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:32:10 PST 2026","Wed Mar 04 09:32:10 PST 2026","","","","1121","0% (0/0)","0% (0/0)","0% (0/0)","4","5","4","3","5","5","5","5","2","4","4","4","3","3","4","5","5","5","5","5","4","4","4","4","5","4","5","5","3","3","3","5","5","3","4","4","3","4","5","4","5","4","4","3","3","1","No","2","English","Yes","2","4","5","4","4","3","3","5","4","3","5","4","5","5","5","3","5","4","5","4","5","3","5","3","4","5","5","4","4","2"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","3A9AA95AT7ISYBE0O0MTXG5RZY2P5T","A14A02V3ZNAMDO","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:25:43 PST 2026","Wed Mar 04 09:25:43 PST 2026","","","","734","0% (0/0)","0% (0/0)","0% (0/0)","3","3","4","3","4","3","4","4","4","4","3","4","3","4","3","3","3","3","3","4","3","3","4","3","3","3","4","4","4","3","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","1","nothing","2","english","spanish","4","3","3","3","4","4","3","4","3","4","3","3","4","3","4","3","3","4","3","3","3","3","4","4","5","4","4","3","3","4"
"3AQN9REUUPCFPIN04RVTJZQ0TMOYDB","3Z53LF8QZP3I9Q9ATXDBVOTT0O1CFY","Audio Quality Evaluation","You will be given a list of recordings are organized in rows. In each row, you will see an audio clip. You need to listen to the recording and rate its audio quality using the scale: ""Excellent"", ""Good"", 'Fair"", ""Poor"", and ""Bad"".","speech, quality, audio","$6.00","Tue Mar 03 09:13:13 PST 2026","20","BatchId:5376238;OriginalHitTemplateId:928390828;","1440","86400","Fri Mar 06 09:13:13 PST 2026","","","3CCZ6YKWRIF76OYT7BQWBQ5CUUK59E","A1ICAAKWKD8XLC","Submitted","Tue Mar 03 09:13:29 PST 2026","Tue Mar 03 09:24:49 PST 2026","Wed Mar 04 09:24:49 PST 2026","","","","680","0% (0/0)","0% (0/0)","0% (0/0)","3","3","4","4","4","3","3","4","4","4","4","3","3","3","4","3","4","3","5","4","5","5","3","4","3","3","4","4","3","4","4","4","4","4","3","4","5","3","4","3","3","4","4","3","3","1","nothing","2","English","Spanish","4","5","4","5","4","4","3","4","1","4","4","4","4","4","4","4","3","4","3","3","3","4","4","4","5","4","4","4","3","4"
